absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,wind_speed_w_1000hPa:ms,pv_measurement
2.75,1.3245,3149.95,70275.5,42.8,816.85,0.0,265.75,27.75,54198.273,0.325,574.875,98.3,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1037.025,0.0,0.0,1020.55,1027.025,0.0,0.0,62.65,1033.5,250.0,4.9,0.0,0.0,0.2,133.43076,4.8085,0.0,269.975,98.325,38339.95,5.625,4.55,3.25,0.0,0.0
2.95,1.32075,3762.05,264700.25,105.125,1287.3,0.0,266.65,60.5,158878.66,3.225,6407.2,96.775,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1037.1,0.0,0.0,1020.6,1027.1,0.0,0.0,64.75,1033.6,250.0,4.975,0.0,0.0,0.2,147.532,9.07725,0.0,270.34998,96.8,38816.05,5.575,4.75,2.9,0.0,0.0
3.15,1.31825,3697.85,478471.47,156.925,1096.625,0.0,267.35,76.35,246329.03,4.125,13242.075,97.4,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1037.05,0.0,0.0,1020.6,1027.1,0.0,0.0,66.55,1033.525,250.0,5.1,0.0,0.0,0.2,162.1255,11.93075,0.0,270.65,97.425,39408.25,5.525,4.875,2.6,0.0,0.0
3.3,1.316,3500.675,616822.9,180.325,536.625,0.0,268.0,93.95,306491.3,9.55,24570.426,96.275,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1036.9,0.0,0.0,1020.6,1027.0,0.0,0.0,67.975,1033.5,250.0,5.3,0.0,0.0,0.2,177.058,13.14275,0.0,271.025,96.275,38088.7,5.975,5.575,2.1,0.0,0.0
3.4,1.3147501,2524.7,640689.56,169.95,542.675,0.0,268.5,94.05,338390.56,4.775,25738.525,97.3,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1037.05,0.0,0.0,1020.75,1027.15,0.0,0.0,69.625,1033.625,250.0,5.4,0.0,0.0,0.2,192.05125,12.61,0.05,271.17502,97.3,35491.625,6.025,5.75,1.8,0.0,0.0
3.475,1.315,640.45,544782.9,128.075,155.75,0.0,268.6,74.4,303233.84,3.5,14862.15,99.8,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1037.2,0.0,0.0,1020.875,1027.3,0.0,0.0,70.825,1033.725,250.0,5.3,0.0,0.0,0.125,206.80475,10.37825,0.1,271.125,99.8,34780.1,5.3250003,5.0,1.75,0.0,0.0
3.525,1.315,606.125,352711.56,66.425,131.375,0.0,268.84998,46.3,217239.05,2.9,11528.625,97.75,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1036.95,0.0,0.0,1020.65,1027.05,0.0,0.0,72.2,1033.5,250.0,5.3250003,0.0,0.0,0.1,221.1065,6.6312504,0.1,271.2,97.75,38021.35,5.225,4.95,1.6750001,0.0,0.0
3.6,1.31575,661.625,136219.6,13.425,86.1,0.0,269.0,10.35,101910.1,0.0,5244.35,86.975,24.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1036.875,0.0,0.0,1020.6,1027.05,0.0,0.0,73.45,1033.5,250.0,5.4,0.0,0.0,0.025,234.90425,1.64625,0.1,271.225,87.0,39763.7,5.075,4.7,1.875,0.0,0.0
3.525,1.31825,684.8,12562.4,0.0,31.55,0.0,268.9,0.0,18601.65,0.0,0.0,78.175,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.975,0.0,0.0,1020.75,1027.1749,0.0,0.0,74.05,1033.6499,250.0,5.4,0.0,0.0,0.0,248.307,-4.254,0.1,271.1,78.7,38406.5,4.9,4.375,2.175,0.0,0.0
3.45,1.32125,716.75,0.0,0.0,31.65,0.0,268.6,0.0,0.0,0.0,0.0,86.125,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.1,0.0,0.0,1020.875,1027.3,0.0,0.0,72.1,1033.8,250.0,5.4,0.0,0.0,0.0,261.55524,-10.7295,0.1,270.84998,86.725,37399.7,4.675,3.975,2.5,0.0,0.0
3.525,1.32075,668.825,0.0,0.0,31.325,0.0,268.90002,0.0,0.0,0.0,0.0,93.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.1749,0.0,0.0,1020.95,1027.375,0.0,0.0,74.675,1033.8501,250.0,5.5,0.0,0.0,0.0,274.984,-17.43125,0.1,270.85,93.75,34891.125,4.5,3.65,2.5749998,0.0,0.0
3.75,1.3195,528.45,0.0,0.0,30.575,0.0,269.7,0.0,0.0,0.0,0.0,87.65,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.1,0.0,0.0,1020.8,1027.3,0.0,0.0,79.825005,1033.7,250.0,5.7,0.0,0.0,0.0,288.99225,-23.98925,0.1,271.0,87.65,32378.55,4.4,3.475,2.65,0.0,0.0
3.5,1.3225,619.15,0.0,0.0,92.525,0.0,268.825,0.0,0.0,0.0,0.0,74.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.025,0.0,0.0,1020.8,1027.225,0.0,0.0,75.85,1033.7,250.0,5.7,0.0,0.0,0.0,303.999,-29.98875,0.1,270.82498,74.95,37596.55,4.1749997,3.0,2.9,0.0,0.0
3.3,1.32475,746.125,0.0,0.0,309.35,0.0,268.125,0.0,0.0,0.0,0.0,67.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.9,0.0,0.0,1020.725,1027.1499,0.0,0.0,71.55,1033.6499,250.0,5.7,0.0,0.0,0.0,320.3445,-34.95725,0.1,270.67502,67.6,43615.875,4.0,2.85,2.85,0.0,0.0
3.125,1.32675,777.19995,0.0,0.0,516.85,0.0,267.35,0.0,0.0,0.0,0.0,70.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.725,0.0,0.0,1020.525,1027.0,0.0,0.0,66.9,1033.475,250.0,5.7,0.0,0.0,0.0,338.1075,-38.38775,0.1,270.6,70.3,48109.45,3.825,2.55,2.85,0.0,0.0
2.975,1.328,1020.60004,0.0,0.0,572.025,0.0,266.85,0.0,0.0,0.0,0.0,68.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.5,0.0,0.0,1020.35,1026.8,0.0,0.0,64.275,1033.275,250.0,5.6499996,0.0,0.0,0.0,266.89325,-39.83875,0.1,270.6,68.95,50820.074,3.8,2.5,2.85,0.0,0.0
3.025,1.3275,1132.525,0.0,0.0,460.325,0.0,267.0,0.0,0.0,0.0,0.0,73.675,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.3501,0.0,0.0,1020.125,1026.6,0.0,0.0,64.875,1033.1,250.0,5.6,0.0,0.0,0.0,14.57475,-38.874,0.1,270.6,73.675,51845.55,3.775,2.625,2.75,0.0,0.0
3.125,1.32525,940.55,0.0,0.0,359.75,0.0,267.4,0.0,0.0,0.0,0.0,83.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.2,0.0,0.0,1019.95,1026.4,0.0,0.0,66.375,1032.875,250.0,5.6,0.0,0.0,0.0,32.76075,-36.18275,0.1,270.55,83.45,51379.676,3.7,2.65,2.575,0.0,0.0
2.925,1.32875,1062.8,0.0,0.0,621.0,0.0,266.625,0.0,0.0,0.0,0.0,73.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.0,0.0,0.0,1019.825,1026.275,0.0,0.0,62.825,1032.775,250.0,5.6,0.0,0.0,0.0,49.638252,-31.76675,0.05,270.425,73.1,52176.074,3.6,2.15,2.85,0.0,0.0
2.7,1.33375,2605.7476,0.0,0.0,630.45,0.0,265.7,0.0,0.0,0.0,0.0,64.049995,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.975,0.0,0.0,1019.775,1026.25,0.0,0.0,59.0,1032.8,250.0,5.55,0.0,0.0,0.0,65.12025,-26.120499,0.0,270.4,64.049995,52654.574,3.4250002,1.8499999,2.9,0.0,0.0
2.55,1.3385,2605.7476,0.0,0.0,636.7,0.0,264.9,0.0,0.0,0.0,0.0,70.875,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1036.075,0.0,0.0,1019.825,1026.3251,0.0,0.0,55.375,1032.875,250.0,5.5,0.0,0.0,0.0,79.4655,-19.73425,0.0,270.4,70.875,52048.4,3.25,1.55,2.875,0.0,0.0
2.375,1.3415,1700.6869,0.0,0.0,635.65,0.0,264.2,0.0,0.0,0.0,0.0,76.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.8,0.0,0.0,1019.55,1026.15,0.0,0.0,52.15,1032.65,250.0,5.5,0.0,0.0,0.0,93.074005,-13.04375,0.0,270.4,76.1,52222.176,3.05,1.25,2.8,0.0,0.0
2.275,1.344,1399.0,0.0,0.0,732.15,0.0,263.625,0.0,0.0,0.0,0.0,53.15,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.5,0.0,0.0,1019.225,1025.775,0.0,0.0,48.6,1032.3501,250.0,5.8,0.0,0.0,0.0,106.358,-6.43425,0.0,270.5,53.15,52238.45,2.975,0.92499995,2.825,0.0,0.0
2.175,1.34625,2605.7476,2395.4,4.4,851.9,0.0,263.1,3.85,6907.075,0.0,0.0,3.65,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1035.5,0.0,0.0,1019.15,1025.7,0.0,0.0,45.1,1032.3,250.0,6.3,0.0,0.0,0.0,119.681,-0.262,0.0,270.75,3.65,51705.375,3.0,0.8,2.9,0.0,0.0
2.85,1.31725,2605.7476,567346.8,134.025,849.4001,0.0,266.1,52.775,201719.17,113.875,476341.44,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1033.15,0.0,0.0,1016.825,1023.275,0.0,0.0,56.35,1029.75,250.0,4.5,0.0,0.0,0.0,206.88326,10.70725,0.0,272.1,0.0,59452.426,1.35,-1.325,0.05,0.0,0.0
3.0,1.3185,2605.7476,372255.38,71.125,849.4,0.0,266.8,37.35,162248.84,59.325,311743.25,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1032.3,0.0,0.0,1016.1,1022.55,0.0,0.0,56.8,1029.0,250.0,4.5,0.0,0.0,0.0,221.2165,6.95125,0.0,272.7,0.0,57223.3,1.75,-1.75,0.0,0.0,0.0
1.3,1.346,7743.5117,0.0,0.0,8525.7,0.0,256.95,0.0,0.0,0.0,0.0,21.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1023.35,0.0,0.0,1007.225,1013.75,0.0,0.0,38.9,1020.325,250.0,4.2,0.0,0.0,0.0,49.51025,-31.442749,0.0,268.525,42.85,63621.1,3.025,-2.325,1.9499999,0.0,0.0
1.3,1.34175,9058.675,0.0,0.0,8304.125,0.0,257.0,0.0,0.0,0.0,0.0,47.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1022.4,0.0,0.0,1006.30005,1012.80005,0.0,0.0,38.875,1019.375,250.0,4.2,0.0,0.0,0.0,64.97275,-25.805,0.0,268.6,95.1,63973.8,2.85,-2.325,1.65,0.0,0.0
1.4,1.3362501,8338.0,0.0,0.0,7981.6,0.0,257.65,0.0,0.0,0.0,0.0,49.35,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1021.25,0.0,0.0,1005.25,1011.75,0.0,0.0,39.475,1018.25,250.0,4.2,0.0,0.0,0.0,79.31175,-19.42425,0.0,268.75,98.7,61595.324,2.6,-2.1,1.475,0.0,0.0
1.45,1.33575,8195.7,0.0,0.0,7995.9,0.0,258.225,0.0,0.0,0.0,0.0,49.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1020.275,0.0,0.0,1004.2,1010.7,0.0,0.0,42.0,1017.225,250.0,4.2,0.0,0.0,0.0,92.923004,-12.735001,0.0,268.925,99.5,57221.176,2.45,-1.85,1.55,0.0,0.0
1.575,1.3297501,8118.2,0.0,0.0,7487.425,-0.25,259.05,0.0,0.0,0.0,0.0,49.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.95,0.0,0.0,1003.8,1010.25,0.225,0.0,46.15,1016.75,250.0,4.85,0.0,0.0,0.0,106.216,-6.1225,0.0,268.775,99.125,57243.15,2.075,-1.625,1.35,0.0,0.0
1.6,1.3295,7710.8,3476.0251,5.625,6618.6504,-1.0,259.25,6.75,12179.075,0.0,0.0,49.25,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1020.025,0.0,0.0,1003.75,1010.25,6.55,0.0,50.1,1016.775,250.0,6.0,0.0,0.0,0.0,119.554,0.055750012,0.0,268.4,98.55,57014.297,1.9749999,-1.6500001,1.1,0.0,0.0
1.6,1.3315,6867.125,89182.75,50.675,6379.85,-0.5,259.35,49.375,101057.375,9.5,17079.574,50.15,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1019.75,0.0,0.0,1003.475,1009.975,4.4,0.0,51.4,1016.5,250.0,6.0,0.0,0.0,0.0,133.2195,5.4554996,0.0,268.525,100.0,57679.0,2.0,-1.675,1.1,0.0,0.0
1.75,1.324,6476.4,300518.7,116.6,6322.95,0.0,260.425,97.675,264719.12,16.375,46533.574,51.475,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1019.55,0.0,0.0,1003.3,1009.75,0.0,0.0,50.175,1016.25,250.0,6.0,0.0,0.0,0.0,147.37975,9.740251,0.0,269.0,100.0,59168.05,1.9,-1.35,1.3,0.0,0.0
1.95,1.3175,6239.4,522767.2,169.8,5928.625,0.0,261.575,128.6,407289.47,11.5,50166.0,55.45,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1019.25,0.0,0.0,1003.025,1009.475,0.0,0.0,47.725,1015.925,250.0,6.0,0.0,0.0,0.0,162.0455,12.606,0.0,269.875,100.0,60420.926,1.85,-0.7,1.7,0.0,0.0
2.15,1.31125,6138.75,664100.75,193.575,5853.1,0.0,262.7,138.25,480266.06,11.55,41471.5,57.775,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1018.85,0.0,0.0,1002.725,1009.125,0.0,0.0,45.35,1015.55,250.0,6.0,0.0,0.0,0.0,177.06,13.82275,0.0,270.7,100.0,60680.17,1.7,-0.1,1.6750001,0.0,0.0
2.35,1.3045,6089.6,688250.06,183.025,5873.45,0.0,263.85,127.25,477912.78,9.7,38204.426,64.675,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1018.525,0.0,0.0,1002.375,1008.75,0.0,0.0,46.3,1015.15,250.0,5.625,0.0,0.0,0.0,192.1365,13.28475,0.0,271.3,100.0,60083.75,1.9499999,-0.15,1.9499999,0.0,0.0
2.65,1.2995,5900.775,590287.8,140.1,5729.35,0.0,265.2,107.8,423114.84,7.125,30323.324,83.375,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1018.2,0.0,0.0,1002.15,1008.45,0.0,0.0,50.55,1014.85,250.0,5.1,0.0,0.0,0.0,206.96576,11.039249,0.0,271.6,100.0,58841.273,1.975,-0.275,1.925,0.0,0.0
2.675,1.3034999,5660.45,392284.34,75.95,5332.85,0.0,265.45,63.5,308297.44,1.4,15419.275,91.475,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1017.9,0.0,0.0,1001.85,1008.2,0.0,0.0,52.65,1014.6,250.0,5.1,0.0,0.0,0.0,221.33075,7.274,0.0,271.775,100.0,58253.926,1.6,-0.1,1.6,0.0,0.0
2.6,1.30825,5583.0,162033.62,17.800001,5049.95,0.0,265.05,16.9,144682.03,0.0,2540.9,92.775,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1017.725,0.0,0.0,1001.7,1008.07495,0.0,0.0,55.6,1014.475,250.0,5.1,0.0,0.0,0.0,235.17625,2.2695,0.0,271.75,100.0,56856.45,1.7,-0.1,1.7,0.0,0.0
2.5749998,1.3105,5872.95,18375.125,0.0,4770.0,0.0,265.1,0.0,30404.025,0.0,0.0,84.649994,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.625,0.0,0.0,1001.525,1007.92505,0.0,0.0,59.95,1014.325,250.0,5.1,0.0,0.0,0.0,248.61424,-3.64675,0.0,271.4,100.0,54931.625,1.925,0.05,1.925,0.0,0.0
2.7,1.30975,5798.6,0.0,0.0,4397.225,0.0,265.525,0.0,0.0,0.0,0.0,82.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.45,0.0,0.0,1001.42505,1007.8,0.0,0.0,63.75,1014.2,250.0,5.1,0.0,0.0,0.0,261.88525,-10.1315,0.0,270.85,100.0,52657.125,2.1,0.35000002,2.05,0.0,0.0
2.7,1.3125,5554.6,0.0,0.0,4829.225,0.0,265.6,0.0,0.0,0.0,0.0,76.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.375,0.0,0.0,1001.45,1007.85,0.0,0.0,67.05,1014.25,250.0,4.9,0.0,0.0,0.0,275.32574,-16.8345,0.0,270.4,100.0,50676.727,2.125,0.4,2.1,0.0,0.0
2.7,1.315,6486.725,0.0,0.0,5982.375,0.0,265.575,0.0,0.0,0.0,0.0,62.05,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.475,0.0,0.0,1001.57495,1007.975,0.0,0.0,69.675,1014.4,250.0,4.5,0.0,0.0,0.0,289.33176,-23.38425,0.0,270.15,100.0,49683.824,2.025,0.35000002,1.975,0.0,0.0
2.6,1.3175,6411.9,0.0,0.0,5404.875,0.0,265.4,0.0,0.0,0.0,0.0,66.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.5,0.0,0.0,1001.65,1008.05,0.0,0.0,71.25,1014.5,250.0,4.5,0.0,0.0,0.0,304.315,-29.36625,0.0,269.9,100.0,46359.42,2.0,0.2,2.0,0.0,0.0
2.55,1.3205,6357.8496,0.0,0.0,4894.025,-0.25,265.05,0.0,0.0,0.0,0.0,68.525,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.65,0.0,0.0,1001.8,1008.2,0.15,0.0,72.0,1014.65,250.0,4.5,0.0,0.0,0.0,320.60626,-34.31225,0.0,270.0,99.85,42078.6,1.8499999,0.2,1.8249999,0.0,0.0
2.475,1.323,6360.2,0.0,0.0,3931.775,-1.0,264.725,0.0,0.0,0.0,0.0,73.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.65,0.0,0.0,1001.775,1008.2,4.325,0.0,73.1,1014.675,250.0,4.5,0.0,0.0,0.0,338.27625,-37.72075,0.0,270.2,99.3,44660.523,1.8,0.15,1.8,0.0,0.0
2.4,1.3245001,6210.925,0.0,0.0,1512.275,-1.0,264.45,0.0,0.0,0.0,0.0,76.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.6,0.0,0.0,1001.7,1008.125,10.175,0.0,74.899994,1014.6,250.0,4.5,0.0,0.0,0.0,266.9385,-39.159748,0.0,270.2,98.9,48455.824,1.725,-0.05,1.725,0.0,0.0
2.4,1.326,5698.15,0.0,0.0,1558.45,-1.0,264.275,0.0,0.0,0.0,0.0,85.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.7,0.0,0.0,1001.7,1008.125,12.775,0.0,76.4,1014.6,250.0,4.475,0.0,0.0,0.0,14.50425,-38.1895,0.0,270.025,99.325,47762.227,1.6750001,-0.3,1.625,0.0,0.0
2.375,1.32575,5281.3496,0.0,0.0,2785.5,-1.0,264.25,0.0,0.0,0.0,0.0,94.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.65,0.0,0.0,1001.65,1008.1,11.725,0.0,77.55,1014.6,250.0,4.4,0.0,0.0,0.0,32.5805,-35.51125,0.0,269.84998,99.7,46462.85,1.525,-0.3,1.5,0.0,0.0
2.375,1.325,5667.2,0.0,0.0,2433.025,-1.0,264.3,0.0,0.0,0.0,0.0,89.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.45,0.0,0.0,1001.5,1007.95,12.55,0.0,79.8,1014.42505,250.0,4.4,0.0,0.0,0.0,49.38475,-31.1145,0.0,269.725,99.375,44685.727,1.3,-0.35,1.25,0.0,0.0
2.35,1.3275,5598.6504,0.0,0.0,1907.875,-1.0,264.15,0.0,0.0,0.0,0.0,90.35,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.3,0.0,0.0,1001.3,1007.775,15.875,0.0,81.7,1014.275,250.0,4.4,0.0,0.0,0.0,64.82775,-25.48575,0.0,269.5,99.45,43097.6,1.225,-0.75,0.95,0.0,0.0
2.4,1.3255,5117.7,0.0,0.0,1384.425,-1.0,264.4,0.0,0.0,0.0,0.0,94.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.1,0.0,0.0,1001.05,1007.45,14.45,0.0,84.15,1013.95,250.0,4.4,0.0,0.0,0.0,79.15975,-19.109999,0.0,269.475,99.8,40988.4,1.275,-1.1,0.6,0.0,0.0
2.4,1.3255,5021.45,0.0,0.0,1721.7,-1.0,264.5,0.0,0.0,0.0,0.0,96.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.6,0.0,0.0,1000.625,1007.075,8.325,0.0,86.1,1013.55,250.0,4.4,0.0,0.0,0.0,92.7735,-12.422,0.0,269.7,99.9,37119.0,1.575,-1.45,0.52500004,0.0,0.0
2.45,1.3247501,4896.6753,0.0,0.0,1852.5,-0.75,264.65002,0.0,0.0,0.0,0.0,97.35,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.325,0.0,0.0,1000.325,1006.8,1.85,0.0,86.975,1013.275,250.0,5.175,0.0,0.0,0.0,106.0755,-5.807,0.0,269.82498,99.9,31097.525,1.75,-1.725,0.32500002,0.0,0.0
2.4250002,1.3245001,5393.35,4576.625,6.825,1190.075,0.0,264.575,7.425,13344.5,0.0,0.0,82.5,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1016.325,0.0,0.0,1000.25,1006.725,0.0,0.0,87.75,1013.2,250.0,6.5,0.0,0.0,0.0,119.42875,0.3775,0.0,269.65,98.5,31920.05,1.875,-1.8499999,0.125,0.0,0.0
2.5,1.322,6225.0,99383.25,54.925,1426.25,0.0,264.65002,44.75,93873.52,16.05,28901.125,55.025,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1015.975,0.0,0.0,999.8,1006.275,0.0,0.0,88.149994,1012.75,250.0,6.5,0.0,0.0,0.0,133.11674,5.785,0.0,269.3,95.05,39049.0,2.075,-2.075,-0.2,0.0,0.0
2.475,1.31675,6569.4,319424.28,122.575,2535.575,0.0,264.8,74.725,215034.67,62.824997,142012.8,48.95,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1015.375,0.0,0.0,999.2,1005.6,0.0,0.0,84.15,1012.1,250.0,6.5,0.0,0.0,0.0,147.306,10.078,0.0,269.25,90.6,45527.824,2.275,-2.2,-0.5,0.0,0.0
2.65,1.305,6952.4,545627.4,176.425,4385.65,0.0,265.35,87.8,292574.25,100.425,293862.34,37.35,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1014.6,0.0,0.0,998.425,1004.8,0.0,0.0,72.275,1011.2,250.0,6.5,0.0,0.0,0.0,162.00925,12.94925,0.0,269.925,72.6,53385.773,2.325,-2.25,-0.575,0.0,0.0
2.775,1.29275,7249.4,688321.1,200.35,4424.6,0.0,265.825,80.975,303837.94,137.875,428880.56,18.65,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.8,0.0,0.0,997.7,1004.0,0.0,0.0,61.15,1010.375,250.0,6.5,0.0,0.0,0.0,177.06549,14.1675,0.0,271.325,36.075,57164.273,2.7,-2.7,-0.049999997,0.0,0.0
2.6,1.2995,7429.187,0.0,0.0,8737.3,0.0,265.1,0.0,0.0,0.0,0.0,18.425,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.675,0.0,0.0,993.85,1000.15,0.0,0.0,64.375,1006.55,250.0,5.0,0.0,0.0,0.0,262.05652,-9.82975,0.0,270.5,36.85,52349.6,5.125,-4.15,3.025,0.0,0.0
2.6,1.2985001,7597.025,0.0,0.0,5798.4,0.0,265.15,0.0,0.0,0.0,0.0,54.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.6,0.0,0.0,993.75,1000.05,0.0,0.0,64.925,1006.4,250.0,4.65,0.0,0.0,0.0,275.5025,-16.533249,0.0,270.625,98.0,52474.5,4.625,-3.75,2.75,0.0,0.0
2.7,1.29625,6390.35,0.0,0.0,786.4,0.0,265.45,0.0,0.0,0.0,0.0,63.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.7,0.0,0.0,993.85,1000.15,0.0,0.0,63.675,1006.5,250.0,4.025,0.0,0.0,0.0,289.50726,-23.07875,0.0,271.025,99.45,52749.3,4.375,-3.4,2.75,0.0,0.0
2.7,1.29375,7926.05,0.0,0.0,596.75,0.0,265.6,0.0,0.0,0.0,0.0,62.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.475,0.0,0.0,993.7,999.975,0.0,0.0,61.775,1006.325,250.0,4.0,0.0,0.0,0.0,304.47824,-29.05225,0.0,271.45,99.4,52833.25,4.425,-3.3,2.95,0.0,0.0
2.725,1.2925,6847.075,0.0,0.0,1331.9501,0.0,265.75,0.0,0.0,0.0,0.0,59.3,24.0,0.47500002,0.47500002,0.47500002,0.47500002,0.47500002,0.0,1.0,1009.35,0.0,0.0,993.6,999.9,0.0,0.0,61.2,1006.2,250.0,4.0,0.0,0.0,0.0,320.74225,-33.98575,0.0,271.75,99.6,53109.977,4.425,-3.225,3.0,0.0,0.0
2.8,1.29125,6226.9253,0.0,0.0,2252.3,0.0,265.8,0.0,0.0,0.0,0.0,57.45,24.0,0.55,0.1,0.55,0.55,0.55,0.0,1.0,1009.125,0.0,0.0,993.45,999.65,0.0,0.0,59.949997,1006.0,250.0,4.0,0.0,0.0,0.0,338.3665,-37.3835,0.0,271.95,99.5,54228.824,4.6,-3.15,3.35,0.0,0.0
2.8,1.29025,6635.25,0.0,0.0,2057.75,0.0,265.8,0.0,0.0,0.0,0.0,60.15,24.0,0.95,0.4,0.95,0.95,0.95,0.0,1.0,1008.9,0.0,0.0,993.175,999.4,0.0,0.0,59.4,1005.725,250.0,4.0,0.0,0.0,0.0,266.96625,-38.8155,0.0,272.05,98.75,55056.85,4.6499996,-2.925,3.6,0.0,0.0
2.8,1.291,7143.5,0.0,0.0,3865.725,0.0,265.975,0.0,0.0,0.0,0.0,51.7,24.0,1.075,0.125,1.075,0.625,1.075,0.0,1.0,1009.05,0.0225,0.75,993.25,999.55,0.0,0.0,59.95,1005.85,250.0,3.85,0.0,0.0,0.0,14.4745,-37.84175,0.0,272.05,98.2,53926.3,4.275,-2.6,3.4,0.0,0.0
